#{"t_start": 1760974050.6236854, "env_id": "Pendulum-v1"}
r,l,t
-978.14567,200,52.273715
-890.602433,200,52.591759
-1608.744831,200,52.923915
-854.935716,200,53.246439
-1275.50587,200,53.382382
-1192.509305,200,53.704113
-855.102893,200,54.02897
-1866.445576,200,54.330544
-1472.328157,200,54.500995
-1226.980612,200,54.846901
-1198.304721,200,55.173396
-1253.788755,200,55.494763
-861.243273,200,55.833664
-940.443306,200,55.991476
-856.112093,200,56.325563
-936.015593,200,56.655345
-1089.184466,200,56.999552
-1030.137436,200,57.136862
-898.495287,200,57.472892
-969.402686,200,57.803404
-779.342913,200,58.129249
-974.332476,200,58.470566
-1097.124808,200,58.617659
-989.406133,200,58.943271
-894.553642,200,59.285874
-1298.525959,200,59.599099
-905.669694,200,59.957907
-1190.831006,200,60.111132
-909.357029,200,60.416847
-1718.856844,200,60.74268
-860.609067,200,61.067096
-1075.02853,200,61.208991
-993.511107,200,61.529335
-906.971459,200,61.855016
-1518.631164,200,62.1651
-1200.357925,200,62.516544
-1069.842193,200,62.669627
-807.791033,200,63.000729
-1724.403405,200,63.346069
-844.130631,200,63.666837
-1793.206674,200,63.824556
-1421.225212,200,64.161552
-1176.694804,200,64.507756
-903.034378,200,64.850649
-1745.2804,200,65.195121
-1526.70818,200,65.339817
-1021.854878,200,65.682638
-1631.875298,200,66.017386
-1073.169692,200,66.344719
-1222.439709,200,66.500797
-1453.015341,200,66.840117
-1166.463124,200,67.147294
-1438.91015,200,67.48729
-922.863475,200,67.834378
-1229.815958,200,67.99299
-904.53308,200,68.332852
-1527.305795,200,68.661574
-1071.108879,200,68.995846
-1003.206138,200,69.330409
-880.769598,200,69.487362
-893.386566,200,69.82006
-991.323072,200,70.145854
-914.822399,200,70.477161
-998.297716,200,70.623604
-992.037834,200,70.954537
-866.331522,200,71.26802
-1022.647344,200,71.604441
-1412.226893,200,71.907994
-1256.038322,200,72.077724
-1189.983206,200,72.424279
-1389.418061,200,72.768039
-907.384424,200,73.075132
-1160.56735,200,73.221892
-975.613627,200,73.542142
-1586.294677,200,73.861326
-1732.922205,200,74.235603
-1512.09971,200,74.745332
-1005.011485,200,74.942659
-1409.567731,200,75.442058
-860.113952,200,76.071421
-756.317159,200,76.520239
-943.109313,200,76.737903
-1717.488487,200,77.141804
-1409.38934,200,77.47244
-1063.60675,200,77.7772
-995.652699,200,78.106193
-899.211759,200,78.271321
-1822.931595,200,78.634359
-871.583834,200,79.012331
-865.206716,200,79.33607
-876.340606,200,79.68023
-986.639193,200,79.821344
-1291.34699,200,80.181193
-900.163403,200,80.540032
-1175.162558,200,80.902165
-971.127771,200,81.050936
-882.979488,200,81.368635
-987.05189,200,81.703587
-1336.389151,200,82.059061
-1173.89932,200,82.398135
-1768.621389,200,82.548483
-1580.740696,200,82.886168
-1275.157785,200,83.223916
-871.913223,200,83.589531
-1230.981019,200,83.740808
-1309.714709,200,84.188891
-1132.830459,200,84.508504
-1476.880931,200,84.850716
-1667.534169,200,85.208362
-774.929651,200,85.394017
-1612.732848,200,85.711959
-1319.997621,200,86.027245
-974.185931,200,86.34786
-758.981823,200,86.486609
-1377.655165,200,86.836652
-990.910648,200,87.177915
-1119.525238,200,87.515574
-1698.790358,200,87.837605
-1183.278604,200,87.977338
-1026.561514,200,88.304147
-966.941498,200,88.600583
-1366.235353,200,88.942833
-1052.126443,200,89.362185
-777.443227,200,89.537654
-1219.261864,200,89.87839
-1071.073433,200,90.250351
-1756.545816,200,90.591899
-1192.704379,200,90.738294
-1437.056043,200,91.105125
-890.702188,200,91.431823
-1005.301109,200,91.750488
-1048.604501,200,92.083719
-1025.962141,200,92.244176
-888.68492,200,92.573733
-1207.627424,200,92.917305
-1316.71549,200,93.273803
-1485.691805,200,93.419754
-900.509349,200,93.734377
-1167.959302,200,94.081774
-1012.405919,200,94.387617
-1044.56652,200,94.720583
-880.378941,200,94.88091
-1552.85187,200,95.253856
-1082.771238,200,95.597463
-1065.49052,200,95.931532
-1118.250771,200,96.078276
-890.742406,200,96.431223
-1424.933853,200,96.759804
-876.083803,200,97.139212
-924.394954,200,97.51075
-1365.9056,200,97.646125
-1401.97566,200,97.963139
-756.851706,200,98.256332
-1644.275255,200,98.614304
-1005.37586,200,98.945995
-1649.774742,200,99.096427
-1759.766345,200,99.428195
-884.597785,200,99.749946
-969.24543,200,100.066496
-1239.031001,200,100.203795
-1062.038093,200,100.539631
-1573.830725,200,100.871835
-1434.216887,200,101.203721
-755.140284,200,101.526315
-1049.933608,200,101.67847
-1391.687828,200,102.009168
-1029.266101,200,102.353338
-913.563712,200,102.722584
-1039.958595,200,102.859677
-957.056308,200,103.177751
-1077.884761,200,103.531321
-1580.412449,200,103.874453
-1730.254257,200,104.208906
-1272.822621,200,104.365803
-1381.326112,200,104.687944
-1812.651813,200,105.018833
-886.846437,200,105.3538
-918.692887,200,105.503359
-1321.557806,200,105.870081
-1224.680505,200,106.204649
-1586.659741,200,106.550856
-1532.446858,200,106.871994
-1008.031464,200,107.027793
-1015.722981,200,107.385116
-1070.341469,200,107.730059
-1726.24024,200,108.176427
-856.103603,200,108.69022
-1190.896493,200,108.883327
-870.651354,200,109.334674
-1033.278477,200,109.718491
-898.690337,200,110.145926
-1250.842171,200,110.364143
-1552.432678,200,111.102571
-1028.365383,200,112.154094
-969.285346,200,112.860621
-1068.809086,200,113.291414
-1330.568072,200,113.428126
-966.787544,200,113.761931
-1817.161437,200,114.095968
-1409.073624,200,114.627671
-973.59193,200,114.808766
-1068.019908,200,115.149731
-1204.990242,200,115.556189
-1221.817973,200,115.895808
-1047.793633,200,116.218167
-761.690051,200,116.371621
-1131.210739,200,116.700119
-1139.951129,200,117.034672
-1064.737632,200,117.410117
-1078.367142,200,117.563051
-986.570196,200,117.882754
-1111.016514,200,118.210241
-1059.719676,200,118.550294
-1049.870914,200,118.893114
-1208.851925,200,119.033073
-1086.922541,200,119.374361
-1560.022031,200,119.695867
-996.948149,200,120.017111
-1110.660574,200,120.346667
-1085.153332,200,120.493809
-1137.472046,200,120.821177
-1034.742353,200,121.179776
-1342.219639,200,121.529187
-906.208942,200,121.707824
-1041.029113,200,122.075332
-1018.351338,200,122.413434
-1076.592973,200,122.746666
-1705.409476,200,123.058004
-1395.641276,200,123.210502
-1132.714849,200,123.526648
-1092.338696,200,123.851092
-913.767151,200,124.156893
-1026.546928,200,124.295352
-893.254598,200,124.63804
-1042.336241,200,124.966457
-1094.712749,200,125.293603
-1714.619352,200,125.620374
-1219.009605,200,125.771028
-1690.62387,200,126.096986
-897.983329,200,126.427491
-997.411858,200,126.772827
-1110.447726,200,126.918863
-640.246688,200,127.27926
-1233.809362,200,127.615575
-799.434969,200,127.94266
-1101.246057,200,128.287162
-1157.796067,200,128.438081
-973.44213,200,128.777823
-897.402198,200,129.147653
-852.080077,200,129.45338
-1476.790389,200,129.773394
-1126.658325,200,129.919739
-1083.165117,200,130.237958
-1671.742152,200,130.570096
-1243.882494,200,130.893849
-1477.491805,200,131.044365
-1388.256753,200,131.370656
-1172.393638,200,131.690024
-1145.106284,200,132.019474
-1312.106187,200,132.35152
-972.714379,200,132.487162
-962.131756,200,132.794243
-1714.399667,200,133.138902
-1701.359554,200,133.494255
-1364.263934,200,133.652133
-989.548932,200,133.964777
-1121.596594,200,134.299364
-1026.783027,200,134.626789
-1322.033728,200,134.945779
-1548.424858,200,135.089069
-1098.636628,200,135.419968
-1003.055002,200,135.753189
-1190.284776,200,136.078978
-1501.840737,200,136.225546
-936.723404,200,136.557112
-899.146182,200,136.890198
-1726.846961,200,137.249452
-1538.082067,200,137.597403
-883.662194,200,137.742733
-1303.136402,200,138.075955
-1086.252224,200,138.429731
-1534.80764,200,138.739537
-1282.317652,200,139.06449
-1744.733827,200,139.217119
-1100.148083,200,139.551073
-1312.411702,200,139.877749
-957.75129,200,140.190077
-884.709189,200,140.333839
-969.286214,200,140.655928
-1435.082539,200,140.98335
-997.234984,200,141.319082
-1319.583708,200,141.628489
-1089.366385,200,141.77633
-834.29994,200,142.107085
-950.116069,200,142.432653
-888.343788,200,142.776561
-969.205824,200,142.934613
-1661.225328,200,143.26357
-1001.949884,200,143.584166
-926.443808,200,143.897508
-1190.537239,200,144.233241
-1505.153058,200,144.392606
-1148.085815,200,144.705494
-1547.733976,200,145.029564
-1230.303195,200,145.368212
-1582.417502,200,145.537082
-1753.062024,200,145.859432
-1409.673378,200,146.176683
-1515.529359,200,146.502115
-1216.87002,200,146.861169
-1644.567608,200,147.012115
-855.662003,200,147.340477
-1316.271628,200,147.670661
-1516.948071,200,147.993521
-834.091824,200,148.306859
-1291.812701,200,148.439328
-939.685384,200,148.773935
-1229.527041,200,149.099349
-1811.774096,200,149.431865
-1618.876469,200,149.583648
-1065.470714,200,149.945369
-1373.874923,200,150.423608
-1320.246318,200,150.815215
-1452.024842,200,151.217538
-1505.302717,200,151.389531
-1265.945143,200,151.805607
